"BN/Registration number","Fiscal period end","Form ID","Line Number (700 to 708)","Staff Used?","Volunteers Used?","Financial Resource Used?","Property Resource Used?","Other Descriptions"
"853176295RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"853176295RR0001",2018-3-31 00:00:00,"23",703,,,"X",,
"853176295RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"853305134RR0001",2018-3-31 00:00:00,"23",702,"X",,"X",,
"853305134RR0001",2018-3-31 00:00:00,"23",703,,,"X",,
"853305134RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"853305134RR0001",2018-3-31 00:00:00,"23",706,"X",,"X",,
"853809879RR0001",2018-6-30 00:00:00,"23",700,,,"X",,
"853809879RR0001",2018-6-30 00:00:00,"23",702,,,"X",,
"854255882RR0001",2018-6-30 00:00:00,"23",700,,,"X",,
"854255882RR0001",2018-6-30 00:00:00,"23",701,,,"X",,
"854255882RR0001",2018-6-30 00:00:00,"23",702,,,"X",,
"854255882RR0001",2018-6-30 00:00:00,"23",706,,,"X",,
"854255882RR0001",2018-6-30 00:00:00,"23",708,,,"X",,"letter and meetings with elected officials"
"854475365RR0001",2018-3-31 00:00:00,"23",700,,"X",,,
"854475365RR0001",2018-3-31 00:00:00,"23",702,,"X",,,
"854475365RR0001",2018-3-31 00:00:00,"23",704,"X","X",,,
"854475365RR0001",2018-3-31 00:00:00,"23",705,"X",,,,
"854475365RR0001",2018-3-31 00:00:00,"23",706,"X","X",,,
"854475365RR0001",2018-3-31 00:00:00,"23",708,,"X",,,"PURCHASES SERVICES"
"855364279RR0001",2018-12-31 00:00:00,"23",700,,,,,
"855364279RR0001",2018-12-31 00:00:00,"23",701,,,,,
"855364279RR0001",2018-12-31 00:00:00,"23",702,,,,,
"855364279RR0001",2018-12-31 00:00:00,"23",703,,,,,
"855364279RR0001",2018-12-31 00:00:00,"23",704,,,,,
"855364279RR0001",2018-12-31 00:00:00,"23",705,,,,,
"855364279RR0001",2018-12-31 00:00:00,"23",706,,,,,
"855364279RR0001",2018-12-31 00:00:00,"23",707,,,,,
"855364279RR0001",2018-12-31 00:00:00,"23",708,"X",,,,
"855412607RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"855412607RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"855412607RR0001",2018-3-31 00:00:00,"23",703,,,"X",,
"855412607RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"855819983RR0001",2018-6-30 00:00:00,"23",700,"X",,,,
"855819983RR0001",2018-6-30 00:00:00,"23",701,"X",,,,
"855819983RR0001",2018-6-30 00:00:00,"23",702,"X",,,,
"855819983RR0001",2018-6-30 00:00:00,"23",703,"X",,,,
"855819983RR0001",2018-6-30 00:00:00,"23",704,"X",,,,
"855819983RR0001",2018-6-30 00:00:00,"23",705,"X",,,,
"855819983RR0001",2018-6-30 00:00:00,"23",706,"X",,,,
"855819983RR0001",2018-6-30 00:00:00,"23",707,"X",,,,
"855819983RR0001",2018-6-30 00:00:00,"23",708,"X",,,,
"856901285RR0002",2018-6-30 00:00:00,"23",700,,,"X",,
"856901285RR0002",2018-6-30 00:00:00,"23",701,"X",,"X",,
"856901285RR0002",2018-6-30 00:00:00,"23",702,"X",,"X",,
"856901285RR0002",2018-6-30 00:00:00,"23",705,"X",,"X",,
"856901285RR0002",2018-6-30 00:00:00,"23",706,"X",,"X",,
"858057987RR0001",2018-12-31 00:00:00,"23",700,,,,,
"858057987RR0001",2018-12-31 00:00:00,"23",701,,"X",,,
"858057987RR0001",2018-12-31 00:00:00,"23",702,,,,,
"858057987RR0001",2018-12-31 00:00:00,"23",703,,,,,
"858057987RR0001",2018-12-31 00:00:00,"23",704,,,,,
"858057987RR0001",2018-12-31 00:00:00,"23",705,,,"X",,
"858057987RR0001",2018-12-31 00:00:00,"23",706,,,,,
"858057987RR0001",2018-12-31 00:00:00,"23",707,,,,,
"858057987RR0001",2018-12-31 00:00:00,"23",708,,,,,
"858708928RR0001",2018-12-31 00:00:00,"23",700,,,,"X",
"860372853RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"860372853RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"860372853RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"860372853RR0001",2018-12-31 00:00:00,"23",703,,,,,
"860372853RR0001",2018-12-31 00:00:00,"23",704,,,,,
"860372853RR0001",2018-12-31 00:00:00,"23",705,,,"X",,
"860372853RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"860372853RR0001",2018-12-31 00:00:00,"23",707,,,,,
"860372853RR0001",2018-12-31 00:00:00,"23",708,,,,,
"860382548RR0001",2018-3-31 00:00:00,"23",700,"X",,,,
"860382548RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"860382548RR0001",2018-3-31 00:00:00,"23",702,"X",,,,
"860382548RR0001",2018-3-31 00:00:00,"23",703,"X",,,,
"860382548RR0001",2018-3-31 00:00:00,"23",706,"X",,,,
"860382548RR0001",2018-3-31 00:00:00,"23",707,,,"X",,
"860563139RR0001",2018-12-31 00:00:00,"23",700,,,,,
"860563139RR0001",2018-12-31 00:00:00,"23",701,,,,,
"860563139RR0001",2018-12-31 00:00:00,"23",702,"X",,,,
"860563139RR0001",2018-12-31 00:00:00,"23",703,,,,,
"860563139RR0001",2018-12-31 00:00:00,"23",704,,,,,
"860563139RR0001",2018-12-31 00:00:00,"23",705,,,,,
"860563139RR0001",2018-12-31 00:00:00,"23",706,,,,,
"860563139RR0001",2018-12-31 00:00:00,"23",707,,,,,
"860563139RR0001",2018-12-31 00:00:00,"23",708,,,,,
"861653624RR0001",2018-8-31 00:00:00,"23",706,"X",,"X",,
"861653624RR0001",2018-8-31 00:00:00,"23",707,"X","X","X",,
"861908499RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"861908499RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"862213519RR0001",2018-12-31 00:00:00,"23",700,,,,,
"862213519RR0001",2018-12-31 00:00:00,"23",701,,,,,
"862213519RR0001",2018-12-31 00:00:00,"23",702,,,,,
"862213519RR0001",2018-12-31 00:00:00,"23",703,,,,,
"862213519RR0001",2018-12-31 00:00:00,"23",704,,,,,
"862213519RR0001",2018-12-31 00:00:00,"23",705,,,,,
"862213519RR0001",2018-12-31 00:00:00,"23",706,,,,,
"862213519RR0001",2018-12-31 00:00:00,"23",707,,,,,
"862213519RR0001",2018-12-31 00:00:00,"23",708,"X",,,,"Joint Single Letter/Call to Action"
"862264223RR0001",2018-3-31 00:00:00,"23",708,,"X",,,"The Charity paid third party lobbyists to advocate to members of the provincial government on their behalf"
"862697059RR0001",2018-3-31 00:00:00,"23",700,"X",,"X",,
"862697059RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"862697059RR0001",2018-3-31 00:00:00,"23",702,"X",,"X",,
"862697059RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"862697059RR0001",2018-3-31 00:00:00,"23",705,"X","X","X",,
"862697059RR0001",2018-3-31 00:00:00,"23",706,"X","X","X",,
"862985710RR0001",2018-12-31 00:00:00,"23",700,,,,,
"862985710RR0001",2018-12-31 00:00:00,"23",701,"X",,"X",,
"862985710RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"862985710RR0001",2018-12-31 00:00:00,"23",703,"X",,"X",,
"862985710RR0001",2018-12-31 00:00:00,"23",704,,,"X",,
"862985710RR0001",2018-12-31 00:00:00,"23",705,,,,,
"862985710RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"862985710RR0001",2018-12-31 00:00:00,"23",707,,,,,
"862985710RR0001",2018-12-31 00:00:00,"23",708,,,,,
"863889283RR0001",2018-12-31 00:00:00,"23",700,,,,,
"863889283RR0001",2018-12-31 00:00:00,"23",701,,,,,
"863889283RR0001",2018-12-31 00:00:00,"23",702,,,,,
"863889283RR0001",2018-12-31 00:00:00,"23",703,,,,,
"863889283RR0001",2018-12-31 00:00:00,"23",704,,,,,
"863889283RR0001",2018-12-31 00:00:00,"23",705,,,,,
"863889283RR0001",2018-12-31 00:00:00,"23",706,,,,,
"863889283RR0001",2018-12-31 00:00:00,"23",707,,,,,
"863889283RR0001",2018-12-31 00:00:00,"23",708,,,,,
"864470331RR0001",2018-11-30 00:00:00,"23",708,,"X",,,
"864900501RR0001",2018-6-30 00:00:00,"23",701,"X","X","X",,
"864989405RR0001",2018-3-31 00:00:00,"23",700,"X",,,,
"864989405RR0001",2018-3-31 00:00:00,"23",706,"X",,,,
"865058721RR0001",2018-12-31 00:00:00,"23",700,,,,,
"865058721RR0001",2018-12-31 00:00:00,"23",701,,"X","X",,
"865058721RR0001",2018-12-31 00:00:00,"23",702,,,,,
"865058721RR0001",2018-12-31 00:00:00,"23",703,,"X","X",,
"865058721RR0001",2018-12-31 00:00:00,"23",704,,,,,
"865058721RR0001",2018-12-31 00:00:00,"23",705,,"X","X",,
"865058721RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"865058721RR0001",2018-12-31 00:00:00,"23",707,,,,,
"865058721RR0001",2018-12-31 00:00:00,"23",708,,,,,
"865796577RR0001",2018-9-30 00:00:00,"23",700,,,,,
"865796577RR0001",2018-9-30 00:00:00,"23",701,,,,,
"865796577RR0001",2018-9-30 00:00:00,"23",702,,,,,
"865796577RR0001",2018-9-30 00:00:00,"23",703,,,,,
"865796577RR0001",2018-9-30 00:00:00,"23",704,,,,,
"865796577RR0001",2018-9-30 00:00:00,"23",705,,,,,
"865796577RR0001",2018-9-30 00:00:00,"23",706,,,,,
"865796577RR0001",2018-9-30 00:00:00,"23",707,,,,,
"865796577RR0001",2018-9-30 00:00:00,"23",708,,,,,
"865854301RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"865854301RR0001",2018-3-31 00:00:00,"23",701,"X",,"X",,
"865854301RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"865854301RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"865854301RR0001",2018-3-31 00:00:00,"23",705,"X",,"X",,
"865854301RR0001",2018-3-31 00:00:00,"23",706,"X",,"X",,
"865967970RR0001",2018-12-31 00:00:00,"23",700,,,,,
"865967970RR0001",2018-12-31 00:00:00,"23",701,,,,,
"865967970RR0001",2018-12-31 00:00:00,"23",702,,,,,
"865967970RR0001",2018-12-31 00:00:00,"23",703,"X",,,,
"865967970RR0001",2018-12-31 00:00:00,"23",704,,,,,
"865967970RR0001",2018-12-31 00:00:00,"23",705,,,,,
"865967970RR0001",2018-12-31 00:00:00,"23",706,,,,,
"865967970RR0001",2018-12-31 00:00:00,"23",707,,,,,
"865967970RR0001",2018-12-31 00:00:00,"23",708,,,,,
"866312994RR0001",2018-12-31 00:00:00,"23",700,,,,,
"866312994RR0001",2018-12-31 00:00:00,"23",701,,,,,
"866312994RR0001",2018-12-31 00:00:00,"23",702,,,,,
"866312994RR0001",2018-12-31 00:00:00,"23",703,,,,,
"866312994RR0001",2018-12-31 00:00:00,"23",704,,,,,
"866312994RR0001",2018-12-31 00:00:00,"23",705,,,,,
"866312994RR0001",2018-12-31 00:00:00,"23",706,"X","X","X",,
"866312994RR0001",2018-12-31 00:00:00,"23",707,,,,,
"866312994RR0001",2018-12-31 00:00:00,"23",708,,,,,
"866655889RR0001",2018-12-31 00:00:00,"23",700,,,,,
"866655889RR0001",2018-12-31 00:00:00,"23",701,,,,,
"866655889RR0001",2018-12-31 00:00:00,"23",702,,,,,
"866655889RR0001",2018-12-31 00:00:00,"23",703,"X","X",,,
"866655889RR0001",2018-12-31 00:00:00,"23",704,,,,,
"866655889RR0001",2018-12-31 00:00:00,"23",705,,,,,
"866655889RR0001",2018-12-31 00:00:00,"23",706,,,,,
"866655889RR0001",2018-12-31 00:00:00,"23",707,,,,,
"866655889RR0001",2018-12-31 00:00:00,"23",708,,,,,
"866781420RR0001",2018-12-31 00:00:00,"23",700,,,,,
"866781420RR0001",2018-12-31 00:00:00,"23",701,,,,,
"866781420RR0001",2018-12-31 00:00:00,"23",702,,,,,
"866781420RR0001",2018-12-31 00:00:00,"23",703,,,,,
"866781420RR0001",2018-12-31 00:00:00,"23",704,,,,,
"866781420RR0001",2018-12-31 00:00:00,"23",705,,,,,
"866781420RR0001",2018-12-31 00:00:00,"23",706,,,,,
"866781420RR0001",2018-12-31 00:00:00,"23",707,,,,,
"866781420RR0001",2018-12-31 00:00:00,"23",708,,,,,
"867140527RR0001",2018-3-31 00:00:00,"23",708,"X","X","X","X",
"867192049RR0001",2018-5-31 00:00:00,"23",700,"X",,"X",,
"867192049RR0001",2018-5-31 00:00:00,"23",701,"X",,"X",,
"867192049RR0001",2018-5-31 00:00:00,"23",705,"X",,"X",,
"867192049RR0001",2018-5-31 00:00:00,"23",707,"X",,"X",,
"867334104RR0001",2018-12-31 00:00:00,"23",700,,,,,
"867334104RR0001",2018-12-31 00:00:00,"23",701,,,,,
"867334104RR0001",2018-12-31 00:00:00,"23",702,,,,,
"867334104RR0001",2018-12-31 00:00:00,"23",703,,,,,
"867334104RR0001",2018-12-31 00:00:00,"23",704,,,,,
"867334104RR0001",2018-12-31 00:00:00,"23",705,,,,,
"867334104RR0001",2018-12-31 00:00:00,"23",706,,,,,
"867334104RR0001",2018-12-31 00:00:00,"23",707,,,,,
"867334104RR0001",2018-12-31 00:00:00,"23",708,,,,,
"867757502RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"867757502RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"867757502RR0001",2018-12-31 00:00:00,"23",702,,,,,
"867757502RR0001",2018-12-31 00:00:00,"23",703,,,,,
"867757502RR0001",2018-12-31 00:00:00,"23",704,,,,,
"867757502RR0001",2018-12-31 00:00:00,"23",705,,,,,
"867757502RR0001",2018-12-31 00:00:00,"23",706,,,,,
"867757502RR0001",2018-12-31 00:00:00,"23",707,,,,,
"867757502RR0001",2018-12-31 00:00:00,"23",708,,,,,
"868004706RR0001",2018-4-30 00:00:00,"23",702,,,"X",,
"868004706RR0001",2018-4-30 00:00:00,"23",706,,,"X",,
"868686767RR0001",2018-3-31 00:00:00,"23",701,"X",,"X",,
"868686767RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"868686767RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"868686767RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"868801341RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"868801341RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"868801341RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"868801341RR0001",2018-12-31 00:00:00,"23",703,,,"X",,
"868801341RR0001",2018-12-31 00:00:00,"23",704,,,,,
"868801341RR0001",2018-12-31 00:00:00,"23",705,,,,,
"868801341RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"868801341RR0001",2018-12-31 00:00:00,"23",707,,,,,
"868801341RR0001",2018-12-31 00:00:00,"23",708,,,,,
"868947797RR0001",2018-3-31 00:00:00,"23",707,,"X",,,
"869489476RR0001",2018-12-31 00:00:00,"23",700,,,,,
"869489476RR0001",2018-12-31 00:00:00,"23",701,,,,,
"869489476RR0001",2018-12-31 00:00:00,"23",702,,,,,
"869489476RR0001",2018-12-31 00:00:00,"23",703,,,,,
"869489476RR0001",2018-12-31 00:00:00,"23",704,,,,,
"869489476RR0001",2018-12-31 00:00:00,"23",705,,,,,
"869489476RR0001",2018-12-31 00:00:00,"23",706,,,,,
"869489476RR0001",2018-12-31 00:00:00,"23",707,,,,,
"869489476RR0001",2018-12-31 00:00:00,"23",708,,,,,
"870173242RR0001",2018-6-30 00:00:00,"23",702,,,"X",,
"870173242RR0001",2018-6-30 00:00:00,"23",705,,,"X",,
"870173242RR0001",2018-6-30 00:00:00,"23",706,,,"X",,
"870371341RR0001",2018-8-31 00:00:00,"23",707,"X","X",,,
"871352548RR0001",2018-12-31 00:00:00,"23",700,,,,,
"871352548RR0001",2018-12-31 00:00:00,"23",701,,,,,
"871352548RR0001",2018-12-31 00:00:00,"23",702,,,,,
"871352548RR0001",2018-12-31 00:00:00,"23",703,,,,,
"871352548RR0001",2018-12-31 00:00:00,"23",704,,,,,
"871352548RR0001",2018-12-31 00:00:00,"23",705,,,"X",,
"871352548RR0001",2018-12-31 00:00:00,"23",706,,,,,
"871352548RR0001",2018-12-31 00:00:00,"23",707,,,,,
"871352548RR0001",2018-12-31 00:00:00,"23",708,,,,,
"871997318RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"871997318RR0001",2018-3-31 00:00:00,"23",708,,"X",,,"Dues paid to CONNECT - Nova Scotia Association of Women's Centres"
"872050224RR0001",2018-12-31 00:00:00,"23",700,,,,,
"872050224RR0001",2018-12-31 00:00:00,"23",701,,,,,
"872050224RR0001",2018-12-31 00:00:00,"23",702,,,,,
"872050224RR0001",2018-12-31 00:00:00,"23",703,,,,,
"872050224RR0001",2018-12-31 00:00:00,"23",704,,,,,
"872050224RR0001",2018-12-31 00:00:00,"23",705,,,,,
"872050224RR0001",2018-12-31 00:00:00,"23",706,,,,,
"872050224RR0001",2018-12-31 00:00:00,"23",707,,,,,
"872050224RR0001",2018-12-31 00:00:00,"23",708,,,,,
"872304811RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"872304811RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"872304811RR0001",2018-12-31 00:00:00,"23",702,,,,,
"872304811RR0001",2018-12-31 00:00:00,"23",703,,,,,
"872304811RR0001",2018-12-31 00:00:00,"23",704,,,"X",,
"872304811RR0001",2018-12-31 00:00:00,"23",705,,,,,
"872304811RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"872304811RR0001",2018-12-31 00:00:00,"23",707,,,,,
"872304811RR0001",2018-12-31 00:00:00,"23",708,,,,,
"872463807RR0001",2018-12-31 00:00:00,"23",700,,,,,
"872463807RR0001",2018-12-31 00:00:00,"23",701,,,,,
"872463807RR0001",2018-12-31 00:00:00,"23",702,,,,,
"872463807RR0001",2018-12-31 00:00:00,"23",703,,,,,
"872463807RR0001",2018-12-31 00:00:00,"23",704,,,,,
"872463807RR0001",2018-12-31 00:00:00,"23",705,,,,,
"872463807RR0001",2018-12-31 00:00:00,"23",706,,,,,
"872463807RR0001",2018-12-31 00:00:00,"23",707,,,,,
"872463807RR0001",2018-12-31 00:00:00,"23",708,,,,,
"872766878RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"872766878RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"872885066RR0001",2018-12-31 00:00:00,"23",700,,,,,
"872885066RR0001",2018-12-31 00:00:00,"23",701,"X","X","X",,
"872885066RR0001",2018-12-31 00:00:00,"23",702,,"X","X",,
"872885066RR0001",2018-12-31 00:00:00,"23",703,,,,,
"872885066RR0001",2018-12-31 00:00:00,"23",704,,,,,
"872885066RR0001",2018-12-31 00:00:00,"23",705,,,"X",,
"872885066RR0001",2018-12-31 00:00:00,"23",706,"X","X","X",,
"872885066RR0001",2018-12-31 00:00:00,"23",707,,,,,
"872885066RR0001",2018-12-31 00:00:00,"23",708,,,,,
"872974845RR0001",2018-3-31 00:00:00,"23",705,"X","X",,,
"872974845RR0001",2018-3-31 00:00:00,"23",706,"X","X","X",,
"872974845RR0001",2018-3-31 00:00:00,"23",708,"X",,"X",,
"873021752RR0001",2018-12-31 00:00:00,"23",700,,,,,
"873021752RR0001",2018-12-31 00:00:00,"23",701,,,,,
"873021752RR0001",2018-12-31 00:00:00,"23",702,"X",,,,
"873021752RR0001",2018-12-31 00:00:00,"23",703,,,,,
"873021752RR0001",2018-12-31 00:00:00,"23",704,,,,,
"873021752RR0001",2018-12-31 00:00:00,"23",705,,,,,
"873021752RR0001",2018-12-31 00:00:00,"23",706,"X",,,,
"873021752RR0001",2018-12-31 00:00:00,"23",707,,,,,
"873021752RR0001",2018-12-31 00:00:00,"23",708,,,,,
"873220446RR0001",2018-12-31 00:00:00,"23",700,,,,,
"873220446RR0001",2018-12-31 00:00:00,"23",701,,,,,
"873220446RR0001",2018-12-31 00:00:00,"23",702,,,,,
"873220446RR0001",2018-12-31 00:00:00,"23",703,,,,,
"873220446RR0001",2018-12-31 00:00:00,"23",704,,,,,
"873220446RR0001",2018-12-31 00:00:00,"23",705,,,,,
"873220446RR0001",2018-12-31 00:00:00,"23",706,,,,,
"873220446RR0001",2018-12-31 00:00:00,"23",707,,,,,
"873220446RR0001",2018-12-31 00:00:00,"23",708,,,,,
"873715205RR0001",2018-12-31 00:00:00,"23",700,,,,,
"873715205RR0001",2018-12-31 00:00:00,"23",701,,,,,
"873715205RR0001",2018-12-31 00:00:00,"23",702,,,,,
"873715205RR0001",2018-12-31 00:00:00,"23",703,,,,,
"873715205RR0001",2018-12-31 00:00:00,"23",704,,,,,
"873715205RR0001",2018-12-31 00:00:00,"23",705,,,,,
"873715205RR0001",2018-12-31 00:00:00,"23",706,,,,,
"873715205RR0001",2018-12-31 00:00:00,"23",707,,,,,
"873715205RR0001",2018-12-31 00:00:00,"23",708,,"X",,,
"874010119RR0001",2018-3-31 00:00:00,"23",700,"X","X","X",,
"874010119RR0001",2018-3-31 00:00:00,"23",701,"X",,"X",,
"874010119RR0001",2018-3-31 00:00:00,"23",702,"X","X","X",,
"874010119RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"874010119RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"874010119RR0001",2018-3-31 00:00:00,"23",705,"X",,"X",,
"874010119RR0001",2018-3-31 00:00:00,"23",706,"X","X","X",,
"874562804RR0001",2018-6-30 00:00:00,"23",705,"X",,"X",,
"874914955RR0001",2018-12-31 00:00:00,"23",700,,,,,
"874914955RR0001",2018-12-31 00:00:00,"23",701,"X",,"X","X",
"874914955RR0001",2018-12-31 00:00:00,"23",702,,"X","X",,
"874914955RR0001",2018-12-31 00:00:00,"23",703,,,,,
"874914955RR0001",2018-12-31 00:00:00,"23",704,,,,,
"874914955RR0001",2018-12-31 00:00:00,"23",705,,,,,
"874914955RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"874914955RR0001",2018-12-31 00:00:00,"23",707,,,,,
"874914955RR0001",2018-12-31 00:00:00,"23",708,,,,,
"875787913RR0001",2018-12-31 00:00:00,"23",700,,"X",,,
"875787913RR0001",2018-12-31 00:00:00,"23",701,,"X",,,
"875787913RR0001",2018-12-31 00:00:00,"23",702,,"X",,,
"875787913RR0001",2018-12-31 00:00:00,"23",703,,,,,
"875787913RR0001",2018-12-31 00:00:00,"23",704,,,,,
"875787913RR0001",2018-12-31 00:00:00,"23",705,,,,,
"875787913RR0001",2018-12-31 00:00:00,"23",706,,"X",,,
"875787913RR0001",2018-12-31 00:00:00,"23",707,,,,,
"875787913RR0001",2018-12-31 00:00:00,"23",708,,,,,
"875944738RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"875944738RR0001",2018-12-31 00:00:00,"23",701,,,,,
"875944738RR0001",2018-12-31 00:00:00,"23",702,,,,,
"875944738RR0001",2018-12-31 00:00:00,"23",703,,,,,
"875944738RR0001",2018-12-31 00:00:00,"23",704,,,,,
"875944738RR0001",2018-12-31 00:00:00,"23",705,,,,,
"875944738RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"875944738RR0001",2018-12-31 00:00:00,"23",707,,,,,
"875944738RR0001",2018-12-31 00:00:00,"23",708,,,,,
"876682717RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"876837360RR0001",2018-12-31 00:00:00,"23",700,,,,,
"876837360RR0001",2018-12-31 00:00:00,"23",701,"X",,,,
"876837360RR0001",2018-12-31 00:00:00,"23",702,,,,,
"876837360RR0001",2018-12-31 00:00:00,"23",703,"X",,,,
"876837360RR0001",2018-12-31 00:00:00,"23",704,"X",,,,
"876837360RR0001",2018-12-31 00:00:00,"23",705,"X",,,,
"876837360RR0001",2018-12-31 00:00:00,"23",706,,,,,
"876837360RR0001",2018-12-31 00:00:00,"23",707,,,,,
"876837360RR0001",2018-12-31 00:00:00,"23",708,,,,,
"877695619RR0001",2018-12-31 00:00:00,"23",700,,,,,
"877695619RR0001",2018-12-31 00:00:00,"23",701,,,,,
"877695619RR0001",2018-12-31 00:00:00,"23",702,"X","X","X",,
"877695619RR0001",2018-12-31 00:00:00,"23",703,,,,,
"877695619RR0001",2018-12-31 00:00:00,"23",704,,,,,
"877695619RR0001",2018-12-31 00:00:00,"23",705,,,,,
"877695619RR0001",2018-12-31 00:00:00,"23",706,,,,,
"877695619RR0001",2018-12-31 00:00:00,"23",707,,,,,
"877695619RR0001",2018-12-31 00:00:00,"23",708,,,,,
"880755939RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"880755939RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"880755939RR0001",2018-12-31 00:00:00,"23",705,,,"X",,
"880902705RR0001",2018-9-30 00:00:00,"23",707,,,"X",,
"883021594RR0001",2018-12-31 00:00:00,"23",700,"X",,"X",,
"883021594RR0001",2018-12-31 00:00:00,"23",701,"X",,"X",,
"883021594RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"883021594RR0001",2018-12-31 00:00:00,"23",703,"X",,"X",,
"883021594RR0001",2018-12-31 00:00:00,"23",704,"X",,"X",,
"883021594RR0001",2018-12-31 00:00:00,"23",705,,,,,
"883021594RR0001",2018-12-31 00:00:00,"23",706,"X",,"X",,
"883021594RR0001",2018-12-31 00:00:00,"23",707,,,,,
"883021594RR0001",2018-12-31 00:00:00,"23",708,,,,,
"883082117RR0001",2018-12-31 00:00:00,"23",700,,,,,
"883082117RR0001",2018-12-31 00:00:00,"23",701,"X",,"X",,
"883082117RR0001",2018-12-31 00:00:00,"23",702,"X","X","X",,
"883082117RR0001",2018-12-31 00:00:00,"23",703,"X",,"X",,
"883082117RR0001",2018-12-31 00:00:00,"23",704,,,,,
"883082117RR0001",2018-12-31 00:00:00,"23",705,,,,,
"883082117RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"883082117RR0001",2018-12-31 00:00:00,"23",707,,,,,
"883082117RR0001",2018-12-31 00:00:00,"23",708,,,,,
"883793218RR0001",2018-12-31 00:00:00,"23",700,,,,,
"883793218RR0001",2018-12-31 00:00:00,"23",701,,,,,
"883793218RR0001",2018-12-31 00:00:00,"23",702,,,,,
"883793218RR0001",2018-12-31 00:00:00,"23",703,,,,,
"883793218RR0001",2018-12-31 00:00:00,"23",704,,,,,
"883793218RR0001",2018-12-31 00:00:00,"23",705,,,,,
"883793218RR0001",2018-12-31 00:00:00,"23",706,,,,,
"883793218RR0001",2018-12-31 00:00:00,"23",707,,,,,
"883793218RR0001",2018-12-31 00:00:00,"23",708,,,,,
"884704446RR0001",2018-3-31 00:00:00,"23",701,"X",,"X",,
"884704446RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"884704446RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"884704446RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"884704446RR0001",2018-3-31 00:00:00,"23",705,,,"X",,
"884704446RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"885806752RR0001",2018-12-31 00:00:00,"23",700,,,,,
"885806752RR0001",2018-12-31 00:00:00,"23",701,,,,,
"885806752RR0001",2018-12-31 00:00:00,"23",702,,,,,
"885806752RR0001",2018-12-31 00:00:00,"23",703,,,,,
"885806752RR0001",2018-12-31 00:00:00,"23",704,,,,,
"885806752RR0001",2018-12-31 00:00:00,"23",705,,,,,
"885806752RR0001",2018-12-31 00:00:00,"23",706,,,,,
"885806752RR0001",2018-12-31 00:00:00,"23",707,,,,,
"885806752RR0001",2018-12-31 00:00:00,"23",708,,,,,
"886401397RR0001",2018-12-31 00:00:00,"23",700,,,,,
"886401397RR0001",2018-12-31 00:00:00,"23",701,,,,,
"886401397RR0001",2018-12-31 00:00:00,"23",702,,,,,
